Fecha,SP500_close,entry_type,Rotura High Prematura,Rotura Low Prematura,target_profit_outside_range,profit_points_outside_range,target_profit_mfe_time,stop_out_outside_range,lost_outside_range,stop_out_time,mfe_time,rango_apertura,subrango_apertura,MFE_desde_entrada,MAE_desde_entrada
2017-01-06,2758.25,Long,2017-01-06 16:55:00+01:00,,True,10.5,2017-01-06 18:45:00+01:00,False,7.5,,2017-01-06 18:45:00+01:00,8.0,5.5,11.25,2.75
2017-01-09,2751.75,Long,2017-01-09 17:00:00+01:00,2017-01-09 20:35:00+01:00,True,0.75,2017-01-09 17:25:00+01:00,False,5.75,,2017-01-09 17:25:00+01:00,5.5,4.0,1.0,5.5
2017-01-10,2751.5,Long,2017-01-10 16:35:00+01:00,,True,8.5,2017-01-10 18:20:00+01:00,False,6.25,,2017-01-10 18:20:00+01:00,5.5,4.0,8.25,2.5
2017-01-11,2758.5,Long,2017-01-11 16:40:00+01:00,2017-01-11 17:30:00+01:00,True,3.5,2017-01-11 22:05:00+01:00,True,6.5,2017-01-11 17:30:00+01:00,2017-01-11 22:05:00+01:00,5.75,4.5,3.25,13.5
2017-01-12,2752.25,Short,2017-01-12 20:35:00+01:00,2017-01-12 17:05:00+01:00,True,2.0,2017-01-12 17:05:00+01:00,True,16.75,2017-01-12 20:40:00+01:00,2017-01-12 17:05:00+01:00,14.75,12.75,0.5,18.25
2017-01-13,2758.25,Short,,2017-01-13 20:30:00+01:00,False,,2017-01-13 20:30:00+01:00,False,7.0,,2017-01-13 20:30:00+01:00,7.0,5.75,0.25,6.5
2017-01-16,2753.5,Long,2017-01-16 17:25:00+01:00,,False,,2017-01-16 17:30:00+01:00,True,2.0,2017-01-16 19:00:00+01:00,2017-01-16 17:30:00+01:00,2.0,1.75,0.25,2.25
2017-01-17,2749.75,Long,2017-01-17 16:40:00+01:00,2017-01-17 20:40:00+01:00,False,,2017-01-17 16:45:00+01:00,True,6.0,2017-01-17 20:40:00+01:00,2017-01-17 16:45:00+01:00,7.5,4.75,1.0,8.5
2017-01-18,2752.75,Long,2017-01-18 21:40:00+01:00,,True,1.0,2017-01-18 22:05:00+01:00,False,7.5,,2017-01-18 22:05:00+01:00,7.75,4.0,1.75,1.75
2017-01-19,2748.75,Short,,2017-01-19 16:55:00+01:00,True,7.75,2017-01-19 20:25:00+01:00,False,6.0,,2017-01-19 20:25:00+01:00,7.5,4.75,10.5,1.5
2017-01-20,2754.0,Short,,2017-01-20 18:10:00+01:00,True,2.5,2017-01-20 19:00:00+01:00,False,6.5,,2017-01-20 19:00:00+01:00,9.75,5.25,6.5,2.0
2017-01-23,2748.75,Short,,2017-01-23 16:35:00+01:00,True,5.75,2017-01-23 17:50:00+01:00,False,11.75,,2017-01-23 17:50:00+01:00,9.25,8.25,4.0,7.0
2017-01-24,2763.25,Long,2017-01-24 17:05:00+01:00,,True,14.0,2017-01-24 21:15:00+01:00,False,4.0,,2017-01-24 21:15:00+01:00,4.0,3.25,14.5,1.5
2017-01-25,2781.25,Long,2017-01-25 16:45:00+01:00,,True,4.25,2017-01-25 21:55:00+01:00,False,5.75,,2017-01-25 21:55:00+01:00,6.0,4.25,5.25,2.5
2017-01-26,2781.75,Short,,2017-01-26 16:55:00+01:00,True,1.25,2017-01-26 19:25:00+01:00,False,4.0,,2017-01-26 19:25:00+01:00,4.75,3.5,3.0,2.5
2017-01-27,2777.25,Short,,2017-01-27 17:00:00+01:00,True,0.75,2017-01-27 21:30:00+01:00,False,7.5,,2017-01-27 21:30:00+01:00,7.25,5.25,1.0,3.25
2017-01-30,2763.75,Short,,2017-01-30 16:50:00+01:00,True,2.25,2017-01-30 17:00:00+01:00,False,16.25,,2017-01-30 17:00:00+01:00,15.5,14.25,2.0,11.75
2017-01-31,2764.75,Short,2017-01-31 21:15:00+01:00,2017-01-31 17:35:00+01:00,True,1.0,2017-01-31 17:40:00+01:00,True,9.5,2017-01-31 21:35:00+01:00,2017-01-31 17:40:00+01:00,8.5,6.5,0.75,15.25
2017-02-01,2762.25,Short,,2017-02-01 16:35:00+01:00,True,7.25,2017-02-01 17:55:00+01:00,False,8.5,,2017-02-01 17:55:00+01:00,8.5,7.0,8.25,1.5
2017-02-02,2761.75,Long,2017-02-02 16:50:00+01:00,,True,3.75,2017-02-02 17:05:00+01:00,False,8.0,,2017-02-02 17:05:00+01:00,8.0,5.5,5.0,4.75
2017-02-03,2779.25,Long,2017-02-03 16:45:00+01:00,,True,1.5,2017-02-03 21:50:00+01:00,False,7.25,,2017-02-03 21:50:00+01:00,8.75,5.75,3.75,1.25
2017-02-06,2774.0,Short,,2017-02-06 18:50:00+01:00,True,2.75,2017-02-06 19:20:00+01:00,False,5.0,,2017-02-06 19:20:00+01:00,5.25,4.0,3.0,1.75
2017-02-07,2773.25,Long,2017-02-07 17:05:00+01:00,2017-02-07 17:25:00+01:00,False,,2017-02-07 17:10:00+01:00,True,4.0,2017-02-07 17:25:00+01:00,2017-02-07 17:10:00+01:00,4.75,3.25,0.25,9.0
2017-02-08,2778.0,Long,2017-02-08 16:45:00+01:00,,True,5.25,2017-02-08 21:45:00+01:00,False,6.5,,2017-02-08 21:45:00+01:00,5.5,4.5,4.5,3.75
2017-02-09,2791.75,Long,2017-02-09 16:45:00+01:00,,True,7.75,2017-02-09 20:40:00+01:00,False,8.5,,2017-02-09 20:40:00+01:00,7.5,6.0,6.75,1.75
2017-02-10,2800.75,Long,2017-02-10 16:35:00+01:00,,True,5.5,2017-02-10 19:50:00+01:00,False,4.0,,2017-02-10 19:50:00+01:00,3.25,2.0,5.0,2.25
2017-02-13,2814.25,Long,2017-02-13 16:35:00+01:00,,True,5.75,2017-02-13 19:40:00+01:00,False,4.25,,2017-02-13 19:40:00+01:00,4.5,3.5,6.25,1.75
2017-02-14,2823.25,Short,2017-02-14 18:00:00+01:00,2017-02-14 16:40:00+01:00,False,,2017-02-14 16:40:00+01:00,True,5.0,2017-02-14 18:00:00+01:00,2017-02-14 16:40:00+01:00,5.75,3.75,1.5,16.5
2017-02-15,2838.0,Long,2017-02-15 16:35:00+01:00,,True,14.5,2017-02-15 22:40:00+01:00,False,5.0,,2017-02-15 22:40:00+01:00,4.5,3.25,14.5,1.5
2017-02-16,2833.5,Short,,2017-02-16 16:50:00+01:00,True,4.5,2017-02-16 17:15:00+01:00,False,8.0,,2017-02-16 17:15:00+01:00,7.0,6.25,5.0,5.5
2017-02-17,2836.0,Long,2017-02-17 20:15:00+01:00,,True,5.25,2017-02-17 22:00:00+01:00,False,5.75,,2017-02-17 22:00:00+01:00,6.5,4.75,6.25,0.5
2017-02-20,2840.25,Long,2017-02-20 17:30:00+01:00,,True,0.25,2017-02-20 18:25:00+01:00,False,3.5,,2017-02-20 18:25:00+01:00,3.5,2.75,0.5,1.5
2017-02-21,2847.75,Long,2017-02-21 16:45:00+01:00,,True,1.0,2017-02-21 21:55:00+01:00,False,11.0,,2017-02-21 21:55:00+01:00,10.75,9.5,1.25,8.0
2017-02-22,2849.75,Long,2017-02-22 16:35:00+01:00,,True,1.75,2017-02-22 16:40:00+01:00,False,5.25,,2017-02-22 16:40:00+01:00,5.25,4.25,2.25,3.75
2017-02-23,2850.25,Short,,2017-02-23 16:55:00+01:00,True,4.25,2017-02-23 17:15:00+01:00,False,10.5,,2017-02-23 17:15:00+01:00,9.25,7.75,4.0,8.0
2017-02-24,2852.0,Long,2017-02-24 17:00:00+01:00,,True,5.5,2017-02-24 22:00:00+01:00,False,6.25,,2017-02-24 22:00:00+01:00,8.25,5.25,8.0,2.25
2017-02-27,2853.0,Long,2017-02-27 16:50:00+01:00,,True,2.75,2017-02-27 21:35:00+01:00,False,6.75,,2017-02-27 21:35:00+01:00,6.5,5.5,3.0,4.0
2017-02-28,2852.25,Long,2017-02-28 17:25:00+01:00,2017-02-28 18:10:00+01:00,False,,2017-02-28 17:25:00+01:00,True,3.5,2017-02-28 18:10:00+01:00,2017-02-28 17:25:00+01:00,3.5,2.75,0.0,9.5
2017-03-01,2880.0,Long,2017-03-01 17:10:00+01:00,,True,11.25,2017-03-01 20:25:00+01:00,False,9.75,,2017-03-01 20:25:00+01:00,8.25,7.5,10.25,2.75
2017-03-02,2868.25,Short,,2017-03-02 17:05:00+01:00,True,7.0,2017-03-02 22:05:00+01:00,False,6.75,,2017-03-02 22:05:00+01:00,6.5,5.25,8.75,1.25
2017-03-03,2868.0,Short,2017-03-03 21:30:00+01:00,2017-03-03 16:35:00+01:00,True,0.5,2017-03-03 16:35:00+01:00,True,7.5,2017-03-03 21:40:00+01:00,2017-03-03 16:35:00+01:00,7.0,5.0,0.25,8.75
2017-03-06,2858.25,Short,2017-03-06 19:05:00+01:00,2017-03-06 16:35:00+01:00,True,1.0,2017-03-06 17:05:00+01:00,True,4.5,2017-03-06 19:05:00+01:00,2017-03-06 17:05:00+01:00,5.0,3.25,2.0,9.25
2017-03-07,2853.5,Long,2017-03-07 16:35:00+01:00,2017-03-07 21:40:00+01:00,False,,2017-03-07 16:45:00+01:00,True,7.25,2017-03-07 21:45:00+01:00,2017-03-07 16:45:00+01:00,7.25,5.5,1.25,9.0
2017-03-08,2850.75,Short,,2017-03-08 17:45:00+01:00,True,5.25,2017-03-08 21:45:00+01:00,False,6.0,,2017-03-08 21:45:00+01:00,5.75,4.0,6.25,4.75
2017-03-09,2855.0,Short,,2017-03-09 19:35:00+01:00,True,5.25,2017-03-09 20:20:00+01:00,False,7.25,,2017-03-09 20:20:00+01:00,7.75,6.5,8.0,6.0
2017-03-10,2858.75,Short,,2017-03-10 16:40:00+01:00,True,7.25,2017-03-10 19:10:00+01:00,False,6.25,,2017-03-10 19:10:00+01:00,6.25,5.25,8.75,2.25
2017-03-12,2856.75,Short,,2017-03-12 23:35:00+01:00,True,1.5,2017-03-12 23:55:00+01:00,False,6.75,,2017-03-12 23:55:00+01:00,6.25,5.25,1.0,0.75
2017-03-13,2861.5,Long,2017-03-13 17:00:00+01:00,,True,2.25,2017-03-13 21:00:00+01:00,False,3.5,,2017-03-13 21:00:00+01:00,3.75,2.5,2.75,3.0
2017-03-14,2854.5,Long,2017-03-14 16:50:00+01:00,,True,1.75,2017-03-14 23:50:00+01:00,False,7.25,,2017-03-14 23:50:00+01:00,8.0,6.5,2.75,5.0
2017-03-15,2870.75,Long,2017-03-15 16:35:00+01:00,,True,16.0,2017-03-15 20:40:00+01:00,False,3.25,,2017-03-15 20:40:00+01:00,3.0,2.0,17.0,1.5
2017-03-16,2869.5,Short,,2017-03-16 16:35:00+01:00,False,,2017-03-16 20:05:00+01:00,False,6.5,,2017-03-16 20:05:00+01:00,6.75,6.0,1.25,6.0
2017-03-17,2865.75,Short,2017-03-17 18:05:00+01:00,2017-03-17 16:35:00+01:00,True,1.25,2017-03-17 21:00:00+01:00,True,3.5,2017-03-17 17:25:00+01:00,2017-03-17 21:00:00+01:00,4.0,2.75,2.0,7.5
2017-03-19,2862.75,Short,,2017-03-19 23:05:00+01:00,True,2.0,2017-03-19 23:30:00+01:00,False,4.0,,2017-03-19 23:30:00+01:00,4.0,2.75,2.5,0.5
2017-03-20,2860.0,Short,,2017-03-20 16:35:00+01:00,True,6.25,2017-03-20 19:55:00+01:00,False,3.5,,2017-03-20 19:55:00+01:00,3.5,2.0,7.0,2.0
2017-03-21,2828.5,Short,,2017-03-21 16:35:00+01:00,True,11.0,2017-03-21 23:45:00+01:00,False,20.0,,2017-03-21 23:45:00+01:00,19.75,14.5,10.75,9.0
2017-03-22,2837.0,None,,,False,,,False,,,,15.25,12.25,,
2017-03-23,2833.75,Long,2017-03-23 17:25:00+01:00,2017-03-23 20:20:00+01:00,False,,2017-03-23 18:00:00+01:00,True,11.0,2017-03-23 20:20:00+01:00,2017-03-23 18:00:00+01:00,11.5,9.25,0.25,17.25
2017-03-24,2833.25,Short,,2017-03-24 17:15:00+01:00,True,13.75,2017-03-24 20:20:00+01:00,False,5.5,,2017-03-24 20:20:00+01:00,6.0,3.0,15.5,3.75
2017-03-27,2830.5,Long,2017-03-27 16:35:00+02:00,,True,12.25,2017-03-27 21:45:00+02:00,False,10.25,,2017-03-27 21:45:00+02:00,10.25,6.5,13.25,2.5
2017-03-28,2842.75,Long,2017-03-28 17:00:00+02:00,,True,16.75,2017-03-28 20:50:00+02:00,False,8.75,,2017-03-28 20:50:00+02:00,9.0,6.75,18.25,2.25
2017-03-29,2847.25,Long,2017-03-29 16:35:00+02:00,,True,4.5,2017-03-29 21:10:00+02:00,False,7.75,,2017-03-29 21:10:00+02:00,6.25,4.25,3.25,4.75
2017-03-30,2855.75,Long,2017-03-30 16:40:00+02:00,,True,3.75,2017-03-30 17:05:00+02:00,False,10.25,,2017-03-30 17:05:00+02:00,8.75,7.5,2.5,5.25
2017-03-31,2848.0,Long,2017-03-31 16:40:00+02:00,2017-03-31 22:00:00+02:00,True,1.5,2017-03-31 19:35:00+02:00,True,5.75,2017-03-31 22:00:00+02:00,2017-03-31 19:35:00+02:00,6.25,4.75,2.5,6.75
2017-04-03,2845.0,Short,,2017-04-03 16:50:00+02:00,True,11.0,2017-04-03 18:05:00+02:00,False,7.75,,2017-04-03 18:05:00+02:00,9.0,6.25,14.0,3.5
2017-04-04,2849.25,Long,2017-04-04 17:10:00+02:00,,True,4.25,2017-04-04 22:50:00+02:00,False,6.75,,2017-04-04 22:50:00+02:00,8.0,5.25,5.5,2.75
2017-04-05,2836.0,Long,2017-04-05 19:05:00+02:00,2017-04-05 20:55:00+02:00,False,,2017-04-05 19:40:00+02:00,True,11.25,2017-04-05 20:55:00+02:00,2017-04-05 19:40:00+02:00,12.5,10.0,1.0,30.0
2017-04-06,2845.75,Long,2017-04-06 16:35:00+02:00,,True,5.5,2017-04-06 19:40:00+02:00,False,9.75,,2017-04-06 19:40:00+02:00,10.0,7.5,6.5,5.25
2017-04-07,2843.5,Long,2017-04-07 19:30:00+02:00,,True,1.5,2017-04-07 19:35:00+02:00,False,11.5,,2017-04-07 19:35:00+02:00,10.75,8.25,2.25,7.0
2017-04-10,2844.75,Long,2017-04-10 16:35:00+02:00,2017-04-10 17:35:00+02:00,True,0.75,2017-04-10 16:40:00+02:00,True,9.0,2017-04-10 17:40:00+02:00,2017-04-10 16:40:00+02:00,8.25,7.0,1.0,14.75
2017-04-11,2842.25,Short,2017-04-11 22:00:00+02:00,2017-04-11 16:35:00+02:00,True,4.0,2017-04-11 17:00:00+02:00,True,14.75,2017-04-11 23:00:00+02:00,2017-04-11 17:00:00+02:00,11.75,8.5,3.75,15.0
2017-04-12,2829.75,Short,,2017-04-12 16:45:00+02:00,True,5.25,2017-04-12 17:55:00+02:00,False,6.25,,2017-04-12 17:55:00+02:00,6.0,3.25,5.75,3.5
2017-04-13,2818.25,Short,,2017-04-13 18:50:00+02:00,True,9.5,2017-04-13 22:10:00+02:00,False,10.25,,2017-04-13 22:10:00+02:00,10.75,8.5,10.5,2.25
2017-04-17,2835.75,Long,2017-04-17 17:20:00+02:00,,True,7.75,2017-04-17 22:05:00+02:00,False,8.75,,2017-04-17 22:05:00+02:00,9.0,6.75,8.5,2.0
2017-04-18,2828.75,Short,,2017-04-18 17:40:00+02:00,True,2.5,2017-04-18 18:05:00+02:00,False,8.5,,2017-04-18 18:05:00+02:00,9.5,7.5,5.75,5.25
2017-04-19,2823.0,Short,,2017-04-19 16:50:00+02:00,True,12.0,2017-04-19 21:45:00+02:00,False,5.75,,2017-04-19 21:45:00+02:00,5.5,3.25,12.25,3.5
2017-04-20,2842.5,Long,2017-04-20 17:25:00+02:00,,True,12.75,2017-04-20 20:00:00+02:00,False,6.5,,2017-04-20 20:00:00+02:00,7.25,4.75,14.5,1.25
2017-04-21,2835.75,Short,,2017-04-21 16:50:00+02:00,True,7.5,2017-04-21 19:15:00+02:00,False,4.75,,2017-04-21 19:15:00+02:00,4.25,3.5,7.75,2.5
2017-04-24,2860.5,Short,2017-04-24 20:20:00+02:00,2017-04-24 17:20:00+02:00,True,1.0,2017-04-24 17:30:00+02:00,True,5.75,2017-04-24 20:20:00+02:00,2017-04-24 17:30:00+02:00,5.25,3.0,1.0,7.25
2017-04-25,2874.25,Long,2017-04-25 20:10:00+02:00,,True,2.0,2017-04-25 21:20:00+02:00,False,9.25,,2017-04-25 21:20:00+02:00,9.5,8.0,2.5,3.5
2017-04-26,2872.0,Long,2017-04-26 16:35:00+02:00,2017-04-26 21:55:00+02:00,True,5.75,2017-04-26 17:30:00+02:00,True,4.25,2017-04-26 21:55:00+02:00,2017-04-26 17:30:00+02:00,4.25,3.5,6.25,7.0
2017-04-27,2877.75,Short,2017-04-27 19:00:00+02:00,2017-04-27 16:50:00+02:00,True,3.25,2017-04-27 17:55:00+02:00,True,6.5,2017-04-27 19:00:00+02:00,2017-04-27 17:55:00+02:00,4.75,2.75,2.25,7.75
2017-04-28,2871.25,Short,,2017-04-28 17:15:00+02:00,True,2.25,2017-04-28 20:15:00+02:00,False,7.75,,2017-04-28 20:15:00+02:00,8.0,6.5,2.5,2.0
2017-05-01,2877.25,Long,2017-05-01 16:50:00+02:00,,True,4.25,2017-05-01 20:05:00+02:00,False,5.75,,2017-05-01 20:05:00+02:00,5.5,5.0,4.25,5.25
2017-05-02,2875.25,None,,,False,,,False,,,,7.0,5.75,,
2017-05-03,2872.75,Short,2017-05-03 20:55:00+02:00,2017-05-03 16:50:00+02:00,True,2.25,2017-05-03 16:55:00+02:00,True,4.5,2017-05-03 20:10:00+02:00,2017-05-03 16:55:00+02:00,4.5,3.0,3.5,7.0
2017-05-04,2877.0,Short,2017-05-04 22:45:00+02:00,2017-05-04 18:05:00+02:00,True,4.75,2017-05-04 18:20:00+02:00,False,7.0,,2017-05-04 18:20:00+02:00,6.5,5.25,4.75,6.0
2017-05-05,2889.5,Short,2017-05-05 20:05:00+02:00,2017-05-05 16:35:00+02:00,False,,2017-05-05 16:40:00+02:00,True,6.0,2017-05-05 20:50:00+02:00,2017-05-05 16:40:00+02:00,6.0,3.5,0.5,13.75
2017-05-08,2885.25,Short,,2017-05-08 16:55:00+02:00,True,2.0,2017-05-08 17:25:00+02:00,False,6.25,,2017-05-08 17:25:00+02:00,5.5,4.0,1.75,4.0
2017-05-09,2883.25,Short,,2017-05-09 17:20:00+02:00,True,6.25,2017-05-09 21:45:00+02:00,False,4.25,,2017-05-09 21:45:00+02:00,4.0,2.5,7.0,2.5
2017-05-10,2885.25,Long,2017-05-10 16:55:00+02:00,,True,3.25,2017-05-10 22:05:00+02:00,False,3.25,,2017-05-10 22:05:00+02:00,4.0,2.25,4.5,1.25
2017-05-11,2881.0,Long,2017-05-11 20:20:00+02:00,,True,0.25,2017-05-11 20:25:00+02:00,False,13.25,,2017-05-11 20:25:00+02:00,13.25,12.0,1.25,2.75
2017-05-12,2879.5,Short,2017-05-12 17:35:00+02:00,2017-05-12 16:55:00+02:00,False,,2017-05-12 16:55:00+02:00,True,5.0,2017-05-12 22:05:00+02:00,2017-05-12 16:55:00+02:00,5.0,3.0,0.5,5.25
2017-05-15,2890.5,Long,2017-05-15 16:55:00+02:00,,True,1.5,2017-05-15 17:15:00+02:00,False,8.5,,2017-05-15 17:15:00+02:00,7.75,7.25,1.5,3.75
2017-05-16,2888.0,Short,,2017-05-16 16:40:00+02:00,True,1.75,2017-05-16 16:45:00+02:00,False,7.5,,2017-05-16 16:45:00+02:00,8.0,6.5,3.25,4.0
2017-05-17,2846.75,Short,,2017-05-17 16:40:00+02:00,True,16.0,2017-05-17 22:00:00+02:00,False,10.75,,2017-05-17 22:00:00+02:00,11.75,9.5,18.25,2.5
2017-05-18,2854.25,Long,2017-05-18 16:35:00+02:00,,True,7.5,2017-05-18 20:35:00+02:00,False,14.5,,2017-05-18 20:35:00+02:00,14.5,10.75,9.0,9.25
2017-05-19,2872.5,Long,2017-05-19 16:50:00+02:00,,True,5.25,2017-05-19 20:45:00+02:00,False,11.5,,2017-05-19 20:45:00+02:00,12.5,10.5,6.75,3.25
2017-05-22,2884.25,Short,2017-05-22 18:15:00+02:00,2017-05-22 16:50:00+02:00,False,,2017-05-22 16:50:00+02:00,True,5.5,2017-05-22 18:15:00+02:00,2017-05-22 16:50:00+02:00,6.25,4.5,0.25,9.0
2017-05-23,2888.0,Long,2017-05-23 17:25:00+02:00,,True,1.75,2017-05-23 18:15:00+02:00,False,4.75,,2017-05-23 18:15:00+02:00,5.25,3.5,2.75,1.5
2017-05-24,2894.0,Short,2017-05-24 20:15:00+02:00,2017-05-24 17:05:00+02:00,False,,2017-05-24 20:05:00+02:00,True,3.25,2017-05-24 20:15:00+02:00,2017-05-24 20:05:00+02:00,3.75,2.5,1.25,6.75
2017-05-25,2904.0,Long,2017-05-25 16:35:00+02:00,,True,2.75,2017-05-25 21:50:00+02:00,False,8.0,,2017-05-25 21:50:00+02:00,7.5,6.75,3.75,3.75
2017-05-26,2905.25,None,,,False,,,False,,,,4.0,3.25,,
2017-05-29,2904.75,Short,,2017-05-29 16:35:00+02:00,True,1.25,2017-05-29 17:05:00+02:00,False,2.0,,2017-05-29 17:05:00+02:00,1.5,1.25,0.75,0.75
2017-05-30,2902.0,Long,2017-05-30 18:25:00+02:00,,True,0.25,2017-05-30 18:35:00+02:00,False,5.75,,2017-05-30 18:35:00+02:00,5.5,3.25,0.75,3.5
2017-05-31,2904.75,Long,2017-05-31 22:35:00+02:00,,False,,2017-05-31 22:40:00+02:00,False,12.0,,2017-05-31 22:40:00+02:00,13.25,10.25,0.25,1.25
2017-06-01,2919.75,Long,2017-06-01 17:50:00+02:00,,True,12.25,2017-06-01 22:05:00+02:00,False,4.5,,2017-06-01 22:05:00+02:00,4.75,3.25,13.25,0.75
2017-06-02,2927.75,Long,2017-06-02 16:55:00+02:00,,True,6.0,2017-06-02 21:40:00+02:00,False,6.25,,2017-06-02 21:40:00+02:00,6.25,3.5,6.5,1.5
2017-06-05,2925.75,Long,2017-06-05 16:45:00+02:00,,False,,2017-06-05 16:55:00+02:00,False,5.0,,2017-06-05 16:55:00+02:00,5.5,3.5,0.25,4.5
2017-06-06,2920.5,Long,2017-06-06 20:35:00+02:00,,True,0.5,2017-06-06 20:40:00+02:00,False,7.25,,2017-06-06 20:40:00+02:00,7.25,5.25,1.5,6.5
2017-06-07,2922.25,Short,2017-06-07 21:45:00+02:00,2017-06-07 16:35:00+02:00,True,4.75,2017-06-07 18:55:00+02:00,True,4.25,2017-06-07 21:50:00+02:00,2017-06-07 18:55:00+02:00,4.0,2.5,6.25,4.75
2017-06-08,2925.0,Long,2017-06-08 18:10:00+02:00,2017-06-08 20:55:00+02:00,True,1.75,2017-06-08 18:25:00+02:00,False,7.75,,2017-06-08 18:25:00+02:00,8.75,6.0,4.0,7.25
2017-06-09,2921.25,Long,2017-06-09 16:50:00+02:00,2017-06-09 19:15:00+02:00,True,0.75,2017-06-09 17:10:00+02:00,True,9.0,2017-06-09 18:40:00+02:00,2017-06-09 17:10:00+02:00,9.0,8.0,0.75,30.0
2017-06-12,2920.25,Short,2017-06-12 22:00:00+02:00,2017-06-12 19:00:00+02:00,False,,2017-06-12 19:05:00+02:00,False,9.25,,2017-06-12 19:05:00+02:00,10.75,7.75,0.5,9.25
2017-06-13,2931.5,Short,2017-06-13 18:45:00+02:00,2017-06-13 16:55:00+02:00,True,1.75,2017-06-13 17:05:00+02:00,True,4.5,2017-06-13 18:45:00+02:00,2017-06-13 17:05:00+02:00,4.25,3.25,2.75,7.75
2017-06-14,2927.75,Short,,2017-06-14 16:35:00+02:00,True,8.25,2017-06-14 21:15:00+02:00,False,7.5,,2017-06-14 21:15:00+02:00,7.5,5.5,9.5,5.5
2017-06-15,2925.0,Long,2017-06-15 17:05:00+02:00,,True,8.0,2017-06-15 22:55:00+02:00,False,7.75,,2017-06-15 22:55:00+02:00,8.75,6.5,9.25,2.0
2017-06-16,2927.75,Short,2017-06-16 22:45:00+02:00,2017-06-16 16:35:00+02:00,True,0.75,2017-06-16 17:00:00+02:00,True,10.75,2017-06-16 22:55:00+02:00,2017-06-16 17:00:00+02:00,11.5,9.0,1.75,12.5
2017-06-19,2940.75,Long,2017-06-19 18:20:00+02:00,,True,2.75,2017-06-19 21:55:00+02:00,False,9.75,,2017-06-19 21:55:00+02:00,9.5,8.25,3.25,2.75
2017-06-20,2929.75,Short,,2017-06-20 17:30:00+02:00,True,7.0,2017-06-20 21:50:00+02:00,False,5.0,,2017-06-20 21:50:00+02:00,5.5,4.0,7.75,1.5
2017-06-21,2925.75,Long,2017-06-21 16:45:00+02:00,2017-06-21 17:05:00+02:00,True,0.25,2017-06-21 16:45:00+02:00,True,4.5,2017-06-21 17:05:00+02:00,2017-06-21 16:45:00+02:00,4.25,4.0,1.0,11.0
2017-06-22,2925.0,Long,2017-06-22 16:45:00+02:00,,True,4.75,2017-06-22 19:10:00+02:00,False,3.5,,2017-06-22 19:10:00+02:00,4.0,3.25,5.5,3.0
2017-06-23,2925.25,Long,2017-06-23 16:35:00+02:00,,True,4.75,2017-06-23 18:35:00+02:00,False,7.25,,2017-06-23 18:35:00+02:00,5.5,3.25,3.25,4.5
2017-06-26,2929.0,Short,,2017-06-26 16:40:00+02:00,True,6.75,2017-06-26 17:10:00+02:00,False,7.5,,2017-06-26 17:10:00+02:00,5.5,4.5,6.0,4.25
2017-06-27,2911.0,Long,2017-06-27 16:40:00+02:00,2017-06-27 19:10:00+02:00,True,2.5,2017-06-27 17:05:00+02:00,True,5.25,2017-06-27 19:10:00+02:00,2017-06-27 17:05:00+02:00,5.25,3.75,2.5,18.0
2017-06-28,2935.75,Long,2017-06-28 16:35:00+02:00,,True,10.5,2017-06-28 23:00:00+02:00,False,7.25,,2017-06-28 23:00:00+02:00,6.5,5.5,9.75,3.5
2017-06-29,2914.75,Short,,2017-06-29 17:10:00+02:00,True,22.0,2017-06-29 19:30:00+02:00,False,13.25,,2017-06-29 19:30:00+02:00,14.5,12.25,25.0,2.5
2017-06-30,2914.75,Short,2017-06-30 21:50:00+02:00,2017-06-30 16:50:00+02:00,False,,2017-06-30 16:55:00+02:00,True,9.0,2017-06-30 21:50:00+02:00,2017-06-30 16:55:00+02:00,9.75,8.0,0.75,10.5
2017-07-03,2917.0,Short,,2017-07-03 18:10:00+02:00,True,8.0,2017-07-03 19:15:00+02:00,False,7.25,,2017-07-03 19:15:00+02:00,5.75,4.75,7.25,3.25
2017-07-04,2918.5,Long,2017-07-04 16:40:00+02:00,2017-07-04 17:35:00+02:00,False,,2017-07-04 16:40:00+02:00,True,2.5,2017-07-04 17:35:00+02:00,2017-07-04 16:40:00+02:00,2.5,1.75,0.0,6.75
2017-07-05,2921.75,Long,2017-07-05 18:40:00+02:00,,True,2.25,2017-07-05 20:45:00+02:00,False,9.75,,2017-07-05 20:45:00+02:00,10.25,8.75,3.25,2.5
2017-07-06,2901.75,Short,,2017-07-06 20:40:00+02:00,True,4.25,2017-07-06 21:45:00+02:00,False,10.25,,2017-07-06 21:45:00+02:00,12.0,9.0,6.75,1.25
2017-07-07,2916.5,Long,2017-07-07 17:25:00+02:00,,True,6.75,2017-07-07 19:35:00+02:00,False,5.75,,2017-07-07 19:35:00+02:00,6.0,3.5,7.5,1.5
2017-07-10,2917.0,Long,2017-07-10 16:45:00+02:00,,True,4.75,2017-07-10 21:45:00+02:00,False,5.5,,2017-07-10 21:45:00+02:00,5.0,4.0,5.25,1.75
2017-07-11,2918.25,Long,2017-07-11 16:35:00+02:00,2017-07-11 17:25:00+02:00,True,1.5,2017-07-11 21:35:00+02:00,True,4.5,2017-07-11 17:25:00+02:00,2017-07-11 21:35:00+02:00,4.5,3.75,2.25,14.75
2017-07-12,2934.0,Long,2017-07-12 19:45:00+02:00,,True,0.75,2017-07-12 20:20:00+02:00,False,6.75,,2017-07-12 20:20:00+02:00,8.0,6.5,2.25,2.25
