Fecha,SP500_close,entry_type,Rotura High Prematura,Rotura Low Prematura,target_profit_outside_range,profit_points_outside_range,target_profit_mfe_time,stop_out_outside_range,lost_outside_range,stop_out_time,mfe_time,rango_apertura,subrango_apertura,MFE_desde_entrada,MAE_desde_entrada
2015-02-10,2487.5,Short,2015-02-10 18:15:00+01:00,2015-02-10 16:50:00+01:00,True,2.0,2015-02-10 16:50:00+01:00,True,10.5,2015-02-10 18:15:00+01:00,2015-02-10 16:50:00+01:00,8.5,6.0,1.25,22.0
2015-02-11,2498.75,Short,2015-02-11 17:05:00+01:00,2015-02-11 16:35:00+01:00,True,5.25,2015-02-11 19:15:00+01:00,True,4.25,2015-02-11 17:15:00+01:00,2015-02-11 19:15:00+01:00,5.25,3.0,7.25,19.0
2015-02-12,2507.5,Long,2015-02-12 18:20:00+01:00,,True,4.75,2015-02-12 21:45:00+01:00,False,7.5,,2015-02-12 21:45:00+01:00,8.25,6.0,6.25,1.25
2015-02-13,2518.75,Long,2015-02-13 17:05:00+01:00,2015-02-13 19:35:00+01:00,True,3.75,2015-02-13 23:00:00+01:00,True,6.25,2015-02-13 19:40:00+01:00,2015-02-13 23:00:00+01:00,6.5,4.0,4.25,7.75
2015-02-16,2511.25,Long,2015-02-16 16:55:00+01:00,2015-02-16 18:00:00+01:00,True,2.25,2015-02-16 17:40:00+01:00,True,2.0,2015-02-16 18:00:00+01:00,2015-02-16 17:40:00+01:00,1.75,1.0,2.25,8.0
2015-02-17,2522.0,Long,2015-02-17 18:05:00+01:00,,True,6.0,2015-02-17 19:25:00+01:00,False,6.0,,2015-02-17 19:25:00+01:00,6.0,5.25,6.5,1.0
2015-02-18,2520.0,Long,2015-02-18 20:05:00+01:00,,True,2.75,2015-02-18 21:20:00+01:00,False,5.75,,2015-02-18 21:20:00+01:00,6.0,4.5,3.25,3.5
2015-02-19,2520.75,Long,2015-02-19 16:40:00+01:00,,True,2.75,2015-02-19 17:50:00+01:00,False,8.0,,2015-02-19 17:50:00+01:00,8.0,6.0,4.0,4.0
2015-02-20,2532.25,Long,2015-02-20 18:20:00+01:00,,True,14.25,2015-02-20 21:15:00+01:00,False,11.75,,2015-02-20 21:15:00+01:00,11.25,9.5,14.75,2.5
2015-02-23,2531.25,Long,2015-02-23 17:25:00+01:00,,True,2.5,2015-02-23 22:05:00+01:00,False,5.75,,2015-02-23 22:05:00+01:00,5.25,4.0,2.75,5.25
2015-02-24,2538.5,Long,2015-02-24 17:05:00+01:00,,True,3.25,2015-02-24 21:45:00+01:00,False,8.25,,2015-02-24 21:45:00+01:00,9.0,5.0,4.75,4.75
2015-02-25,2535.5,Long,2015-02-25 16:45:00+01:00,2015-02-25 21:05:00+01:00,True,4.25,2015-02-25 19:40:00+01:00,True,3.5,2015-02-25 20:55:00+01:00,2015-02-25 19:40:00+01:00,4.25,2.75,5.5,5.0
